,customer_id,predictions
12,001b219dc92b964f2bc708fcdc8248e4911b7459aa1fd3a5f20eb3201b477e29,"[448509024, 448509026, 448509028, 448509014, 448509019]"
13,001c45896cbadc098dd6b526ec66c81b2b18bfed057ba0cfbbcfb119d5cb1e33,"[228257002, 228257003, 228257004, 228257005, 228257008]"
14,001f5299820c00df306221ff581abf9d18507c2e35ecb34aceed093612ac84d3,"[407653001, 478641001, 488682003, 292453015, 357751002]"
15,002aea7eaa1625fa491537d1cab6a8e8b6548dd0d9f974f3d1f6fec2b7d2568d,"[399256001, 399256002, 399256003, 399256036, 399256009, 399256013, 399256023]"
16,002f41f6b8a049edba6efa3afd3bed77be53ca1ed070bfab3a4e3dc8ba6e28a5,"[372860001, 253448001, 253448003, 253448059, 372860043, 373493009, 253448056, 490473019, 253448062, 372860063]"
17,002faf80a68267264102e08eb4f1f21a59236773e4ab9009c948433fdbad28e7,"[372860002, 372860076, 373493008, 372860052, 490473012]"
18,003292a63d9ca49d46dd66ffbbd6cca6e02f50f6b5f488bc1e32e6ba752fc33c,"[179950017, 453358001, 453358002, 179950002, 453358003]"
19,003839669f52ead5a0c53cf10bd36798556e591ffbb5ef288206efedbfd8880c,"[393772001, 393772011, 491913010, 212766041, 458428031]"
20,00388ce7aa95b34a22520755e712bfdbb525b2e5ee82193d5bba6eddebfbe20b,"[212629031, 212629032, 212629036, 212629040, 212629048]"
21,0038eb004877f6b8abcea08c00d5a57e1f6ffed05467244692360ec1f1ccc721,"[469562050, 469562021, 469562058, 469562068, 469562015]"
22,003ab2e5af2fc89b43875961353c50d1868bfc161be428e693e428c276befee2,"[349301025, 349301028, 349301029, 349301045, 349301046]"
23,003ca32c0eda426d4bddf0d68d73707b9b4a5f4b91317f781340dd2b84a23576,"[397688006, 457722001, 476366004, 457722005, 457722015]"
24,003f1a522344fbf746b6df92dcbcd1c22b86c31db457c5e57912ec114c61a544,"[351484002, 351484039, 351484009, 351484026, 351484028]"
25,00415737ad0daa6c1e16bbbca3baa69dfeb257e8ceef5f1bdd62fba48e323249,"[426199002, 489435010, 489435009, 489435012, 489435015, 483093001, 492897002, 489435001, 278811002, 278811006]"
26,00463e45bf2b9d93ef8d2db0181295f7650ba16a414c99c218092f59cff2a714,"[399061028, 399061033, 399061040, 399061008, 399061012]"
27,004a44473a84b8809a136aac040eae2e567f85031949ebede13474124571c361,"[426199002, 483093001, 492897002, 278811002, 278811006]"
28,0051a1d00ec9a4ff1a2f9aa32a4bb054cc9ba08e80be590aec39391ff3dc56e8,"[376172001, 370594018, 376172003, 376172006, 270375001]"
29,0054357b9f186ddab5b7aa49d912929fb9895d282232625eda6dd53632a54cfd,"[399256002, 399256003, 399256036, 399256009, 399256023]"
30,0056238bf79efd3e95fc0ed4f4c01c018ff088544fa010b6e75f9531ef64554c,"[484398018, 484398021, 484398026, 484398062, 484398005]"
31,0057e2d76e13bd439ff098d48422c6b2490019fec62e4d78770651a0ed28afd7,"[399256002, 399256003, 399256005, 399256009, 399256013]"
32,00594d5b39f52fdefe4c07160d59687c74c512c983e02bd5c96ece9978d457b3,"[372860001, 372860002, 372860043, 372860076, 373493008, 373493009, 372860052, 490473012, 490473019, 372860063]"
33,005e834b4a862dc9ef83357e8c76b9563761420c32077998b37c8c70bde2076e,"[517585001, 441386001, 441386008, 441386013, 441386015]"
34,005e89af159f63c1280904d911e7f872683ab6223ecf33ca230de50e7bec7a61,"[278811009, 278811010, 278811011, 253448001, 253448002, 253448062, 253448056, 278811002, 253448059, 278811006]"
35,005f9324e47cc574095bb8721c64446ac489e36dec5e511bd159795a68e25c95,"[516859008, 516859015, 516859001, 516859002, 516859007]"
36,006178fb2cebf1b77d7d1f172b364611b9f484548cc2d9afa7f89660057ceefa,"[372860002, 470789028, 470789019, 470789030, 470789031, 372860043, 470789012, 160442007, 160442042, 160442043]"
37,0064dc87f5ef46052ff9cfce969f7f4fe6874e2b23417bdeedfadd26cc26f647,"[484398018, 484398021, 484398026, 484398062, 484398005]"
38,0069364c100f34a061630266349d913c1b9b7be389f177ee44079b75128e6e16,"[325087041, 325087043, 325087044, 377436007, 377436011, 377436014, 496735002, 325087036, 391598046, 356438015]"
39,0074bfa48d90aed1f25b91c22184ff75021405719c42c626cc41bd01a172a545,"[399201025, 399201002, 399201035, 399201042, 399201045]"
40,007f79c550b5e57f84fd569a139d75e5ee4c6446ebf0bba50bb7377ef875d944,"[372860001, 429313031, 429313002, 372860043, 373493009, 429313013, 429313023, 490473019, 429313021, 372860063]"
41,0083ee250b3845008465de0e938d0ed2ae4f5bfde8b56ee9b59e6619d899e332,"[448509024, 448509026, 448509027, 448509017, 448509019]"
42,0087cc41f0bf49e29ba8c19d22e84b485fe3dfb6425d9df1e0a6c965365e52b7,"[408875009, 408875010, 408875016, 408875028, 408875030]"
43,00896a51471298fc6828c783537d2798ea66fd009b83911048fcbead59691eed,"[129085027, 218354021, 129085001, 316441005, 456163031]"
44,008a6b7388efbfe21ef8f84cede01f5a3c8ffd22d1435ed83e3018ebcb37dde6,"[456032014, 456032015, 456032016, 456032019, 456032021]"
45,008ae11dd3105ae41a74f51a2581e1585cf69ac26cfc37610c30896ca2cf3c95,"[372860001, 372860043, 373493009, 490473019, 372860063]"
46,008d2890c1aabc017ffbcef1d33b50828e93a6dc65e50c32d978c54da24192bf,"[509091010, 509091023, 509091055, 509091025, 509091060]"
47,0099238196d8f71659fceaa115b36e400398bcfc169b5f585ddda7ad452aa7ee,"[470789030, 470789031, 470789001, 470789018, 470789019]"
48,009a108ccf2356ced0561494ed3ef3597f7f75e1150c58bc63e45c2059cdaf16,"[509091010, 509091023, 509091055, 509091025, 509091060, 473954005, 473954006, 473954013, 473954014, 473954015]"
49,00a7aa77734d40b5db82b42c8e12ff58d2f217905767be6e0e493a9d8c54017d,"[399087042, 399087015, 399087054, 399087029, 399087030]"
50,00ab3cf5a1f07cfe307fac1f3e300ecfca76a6a70f9b945feaa0d2c1cdd2bb74,"[294008002, 493103045, 294008040, 493103050, 294008047, 294008050, 294008056, 493103034, 493103035, 493103005]"
51,00ae90f303ff3407777bc6d00ce28b4b6ce4ace5e4a504c5888c2a48d161c95e,"[373506018, 373506019, 373506001, 373506004, 373506011]"
52,00af57cf4a6b69d6e23853753fe59dd85d7ce263ebc2da081086fb07725473f4,"[456163013, 456163048, 456163084, 456163028, 456163034]"
53,00b1b2b8c27c20887113ca50adafd9593762297cd8aa81ab1a02b564fc99ca78,"[426199002, 338400003, 483093001, 492897002, 492897001, 395575002, 278811002, 307239004, 278811006, 278811007]"
54,00b6efd6ae233e446805ced7ad1f6003afac91e4b42c373863c1453189d3b396,"[253448001, 253448003, 253448056, 253448059, 253448062]"
55,00b794bd7c94d3803808291d458d9a67e78b85fe120f7866d38ae002e273eb80,"[451744001, 451744005, 451744006, 451744015, 510618004]"
56,00b89d91fea92a2d8c87f1228f14fdecfed1229bc4df4a2d9919fb81e650168f,"[502660001, 502660003, 502660005, 254303054, 254303056]"
57,00c040ff25ca1b21cf0e480814e864e0b923bb92e64787a284f1c066e6500bd3,"[500435136, 500435120, 500435122, 500435123, 500435126, 500435132, 500435039]"
58,00c06023c459864a3f05e4fb1b3508d561460a4676a17698039322591272e980,"[471074002, 464277014, 426199002, 471074011, 471074012]"
59,00c2a836f9a471934133fc03f5ae900c0469ed69682fae63d8d9a63a3c9ecd27,"[307239010, 278811011, 338400003, 372860069, 372860041, 372860073, 492897001, 372860052, 307239001, 395575002, 307239004, 307239005, 372860062, 278811007]"
60,00c45ac78be670f11a64b98031163857e72fc9c91145b970fb0cfc9ac92da502,"[280256001, 399061026, 492892002, 399061028, 399061033, 399061040, 399061012, 436083001, 436083002, 436083003]"
61,00c89de93c8721339b7abb04694bbe61a009d3fc851285b50ed6dbdba3ff799f,"[496762018, 202017055, 496762022, 519583033, 519583015, 479227018, 220094015, 458239022, 496762004, 496762005, 519583028, 458239001, 519583035, 519583005, 496762015]"
62,00d1984e6effda09e7d944581385026fafa96d1c0afc32a8c70ce7a8ea80977f,"[351484034, 212629031, 212629032, 351484009, 351484039, 212629036, 351484013, 212629040, 212629048, 351484026]"
63,00d2bab6547fb2717e40c642a5d1a384e542f91acd293429f93a1881cca9291f,"[370594017, 376172002, 376172003, 376172006, 215303001]"
64,00d4f8759e569b9e63a6fecb0c2ed5802174c2c2ad64ceeaf20e3437be7ea197,"[399256032, 399256009, 399256013, 399256018, 399256019]"
65,00de2fe7582d25a39ec1048c2e2bc7e7886e27584117a4dd473e7536b76197fd,"[399256001, 307239010, 278811011, 399256003, 399256002, 399256009, 399256013, 307239001, 307239005, 278811007]"
66,00de9579292ab90d2b235105c242aec5eed27385cc54713e475d0cf9557135ca,"[451744001, 451744005, 451744006, 451744015, 510618004]"
67,00e17ea0132ccf01f6e40fbd1623ab96aa3be4cb70198191ee6cb6f6918752ff,"[451744001, 451744005, 451744006, 451744015, 510618004]"
68,00ee654ae8772c8a1ef31c53a07b582ef6dd9c82ed111f6af756aec437742c1a,"[510465001, 510465002, 510465006, 510465007, 510465008, 510465010, 510465012, 510465015]"
69,00eea64b936b6cf5cb9adda23da5e5596343f61dd92d56a1ff7daf978f8f5440,"[396135040, 396135047, 396135048, 396135052, 396135058]"
70,00eebac2c2e37626461e74e8395711964c4e01a7afa64337d020436c9dcb9f3d,"[201219011, 201219014, 432566001, 201219001, 250099002]"
71,00f4de22d06cd936c4e2c6e53f4d57a78c413e5848360748618f9fe70a2a7280,"[495573005, 505882002, 505882005, 508318010, 473954013]"
72,00f984989b5017a0555a5e3c48547651a426718c2475371e162c4761ddfb6416,"[237347011, 237347060, 237347063, 237347037, 237347039]"
73,00fc7bada8ff8e7d38da95e3766f71c8fb12041b158a6e3fcd37edde9df1a1cc,"[220094018, 220094019, 212629031, 212629032, 212629004, 212629040, 212629047, 220094010, 220094011, 220094015]"
74,00ff2cefd0f11593213fac85099062d6491fec5d840bdae02a99d36518c25080,"[349301025, 349301028, 349301029, 349301045, 349301046]"
75,0100808c6880016290b28744ad47d8c8e3c29f5b3ee32a69efe865ee1a4db10f,"[399256032, 399256001, 399256002, 399256003, 399256036, 399256005, 399256009, 399256013, 399256018, 399256019, 399256023]"
76,010109a899c4706836f7a96ec878ceb7ea9b0c246932058fe3770d1ae00f7afb,"[456163011, 456163050, 456163090, 456163062, 456163002]"
77,010187625c8cdd2001fd3c3f7df2e031c05aa18bef41f2467e8121ae6908642d,"[399256002, 399256003, 399256036, 399256009, 399256023]"
78,010443087c1ea6f77578cde8b49751573175ef048e2896972469a26abb130dcb,"[413029003, 448515023, 400285011, 448515027, 448515033]"
79,01087f97e0d501b68c8723c60dece1f28a6efbc5b6cc0df9abe8a566a8c0c036,"[212629031, 212629032, 212629004, 212629040, 212629047]"
80,0109ad0b5a76924a1b58be677409bb601cc8bead9a87b8ce5b08a4a1f5bc71ef,"[349301025, 349301028, 349301029, 349301045, 349301047]"
81,0109b1a63d705ef4ace783e7be1a7f2dab70587beab2bf0a65609a3c8ea7a27a,"[373506018, 373506019, 373506026, 373506001, 373506008]"
82,010a0cbe4a49401c66c843c2e815e4f3029b116c68bd044cc178760afd86a049,"[351484034, 351484039, 351484009, 351484013, 351484026]"
83,010d830146f48546e81e5a98e65a304ffc30e8ddb82302ac1adb6ecbdf90b8bf,"[351933029, 479167002, 351933051, 479167004, 479167005]"
84,010f2e925fda23200243a612b130d3318886fde3b547950827cbf6800878b824,"[396135040, 396135047, 396135048, 396135052, 396135058]"
85,011677e8aa0ec2e0d1a7b03e6c418d1ad6d591d1d0378b507f46d06f85e3d489,"[429313025, 429313002, 429313006, 429313020, 429313021]"
86,011cac59b9474cc195c508e046c6d7aed02c77cd36f94a4e5323a446557aa418,"[469562050, 469562021, 469562058, 469562068, 469562015]"
87,011f74e715d04f8ca5273bd5c577260fca22166d299e4c20390618dde5738a08,"[179208001, 179208008, 111609001, 234421001, 201219001]"
88,01263e24418da00ccdc245f91bd1496c49884f77b49905c75b722e185e2dfc4d,"[399256002, 399256003, 399256036, 399256009, 399256023]"
89,012829a91e0235aadb91569493f1e2d0a52a018238004f007c29d7d017185481,"[351484002, 351484034, 351484039, 351484009, 351484042, 351484012, 351484013, 351484014, 351484026]"
90,01283598b576c36586143e9d6c0d41101c46840b140c398bfc074529ade9a86f,"[182909001, 194037001, 123173001, 305931001, 201219001]"
91,012910345252a27e8a8be71e41a15e25d73645413a6cecd9e40940b6dbd098fd,"[341782018, 341782022, 341782023, 341782033, 341782043]"
92,012ae734fb97c1f44025243d4b5a33ebfad7c222a80cf9f4e90c8ba9dedb001e,"[372860001, 373506018, 373506019, 372860069, 372860041, 372860073, 372860043, 373506001, 373493009, 373506004, 372860052, 490473019, 373506011, 372860062, 372860063]"
93,012f09c55044b1021523fadb21d9f3d3561121b8e62ac50c5d9fecd6231b13e3,"[373506018, 373506019, 373506004, 373506008, 373506011]"
94,012f0c1dcb93f61501e854c276143a5324869adc78129312b37921129e6a9b08,"[471074002, 464277014, 426199002, 471074011, 471074012]"
95,012fa6d3e5cecaa17ed50939622cca514d24906394a8cb7e048fb3c3d09553cc,"[266168003, 250099001, 432566001, 201219001, 217727003]"
96,0130e4eed740b7f080eff35f34706660be44ed8f7915081bb3b26236130f7e76,"[399061026, 399061028, 399061033, 399061040, 399061008]"
97,0130fa846141d8d21422187219af10b41cbb0b8daba88792742c0b68c12255c0,"[408875009, 408875010, 408875016, 408875028, 408875030]"
98,0137b87739a796f65396d8483173f66318039d19a2583f33f9014a6b6f38719e,"[429313002, 429322004, 429322007, 481110008, 506379003]"
99,013c3aadf29d43aae7c100766aa1f20b2730fb897faa643d0dae9f8f062b25fb,"[372860001, 253448001, 253448003, 253448002, 253448059, 372860043, 373493009, 253448056, 490473019, 253448062, 372860063]"
100,013e0ce023dc8dab90977b0faed711ffbbe950f1914dcaffde6944a96207a302,"[519583008, 519583015, 519583033, 519583034, 519583035]"
101,01466e24da6f5302282628f64841e2ce08e68474619ed95bb957aa1565a52be5,"[351484002, 351484039, 351484009, 351484026, 351484028]"
102,01494507cf51782068890699551193cf8a36d121b0919f359b1a24f160f1e322,"[399223052, 399223024, 399223025, 399223026, 399223035]"
103,014c49684e32237321bc10aed8feb04a7259d079c4cd891b845a1163ca6d4a6e,"[266875012, 266875014, 266875015, 266875022, 266875001]"
104,014d1883ba086990406347066f7ee9f115bfae706155b0841f97624962c9581b,"[325087041, 325087043, 325087044, 464927013, 464297030, 464297031, 464927017, 464297033, 464927021, 464927004, 496735002, 464927003, 325087036, 464297021, 464297022]"
105,014fb1802c88bb7fa3f8683fa60b8e863c57116ee66644c15fc373e66e060aed,"[278811009, 278811010, 278811011, 278811002, 278811006]"
106,0152d53f51444891ea07013fd1fb8325415bb09bb6798a59359b21a8326d801b,"[516903016, 502645002, 516903023, 516903028, 501820027]"
107,0154f6ac5e7c810e0e09d1d8f0f600673f60ac506d2456f98e02b444e6bd7cbe,"[373506018, 373506019, 373506026, 373506001, 373506008]"
108,01553f77551589d0423bd6aeb99bb7211d8262b0b1742c55a182449ed9e6b0b3,"[372860069, 372860041, 372860073, 372860052, 372860062]"
109,01565a9915e7759b40276a086e3bdb3ccf64c9413697b01237c22368bf2dc712,"[399201024, 399201025, 399136034, 399136004, 399201031, 399136073, 399201033, 399201035, 399201002, 399201042, 399201045, 399136027, 399136060, 399201022, 399201023]"
110,015b6771d212e75a903ad35535adf2a94e47565ebb1dff4c39b0f526f0043c70,"[250099001, 228257001, 432566001, 412370002, 201219001]"
111,015cf4efce712619dbf66dd4d887923f8e84d4c3f194780048834e4ba5123a9c,"[507399003, 358753005, 478646001, 478646002, 452511003]"
112,01661bad253b21353092eaf49836913843e1fc0554a6745d865c14ac2659660a,"[399087042, 399087014, 399087015, 399087029, 399087030]"
113,016a87f2d334a40314950b500caf0f6fd3ed5fdb5b327d94c0ad43acdea85f6d,"[448515018, 448515031, 448515033, 448515034, 448515036]"
114,016b39bbad1d203721c4fb8e39efed34a94f1b3724ce984c90ed39ad995f2576,"[511105001, 511105007, 511105012, 511105013, 511105017]"
115,0171b468ea7f1b5d5246c2220b915f8c4948c2e512d7258363216037c1781e0c,"[351484034, 351484039, 351484009, 351484013, 351484026]"
116,01726ec5394307ffe352e305e9777a154fdab9fd50e11b3cbbb4ba8b9656b077,"[153115040, 351484034, 153115043, 351484039, 351484009, 153115020, 351484013, 153115021, 351484026, 153115039]"
117,0172aac34b9c160a48456a548d74a502faca4a9b4d62f9900c9b261ea7e2cf06,"[237347011, 237347024, 237347060, 237347036, 237347037]"
118,017836bae9f36aa127ac010640a39a24a2a159e4795d959c18f44fd3916f5a39,"[516859008, 516859013, 516859015, 516859001, 516859007]"
119,017ddc94fee40ab9a24af073a4c69282b4c04e094d53a96dc0c97642b5d3b25d,"[455832001, 487722001, 487722005, 487722007, 512075001]"
120,018006e821af80fa6c71dc7628e32e99a5da57610dac20b1570e036fd6b1d98b,"[501722022, 501722024, 501722025, 501722029, 501722030]"
121,0185b5a19cdebd7e3fffd98c324c18e4974fff2ad869004c6cd254ba7d5739af,"[349301025, 489435010, 489435009, 349301028, 349301029, 489435012, 489435015, 349301045, 349301046, 489435001]"
122,018964d687826a83e640b122c829bfcc2e58e63bcc54a1276ef5b1b622e4a62b,"[399256002, 399256003, 399256005, 399256009, 399256013]"
123,018b4e565c4ae7f9e16f3d29df064fd2d138ee2896574b3c187a8775b722fdc7,"[399256002, 399256003, 399256005, 399256009, 399256013]"
124,018b4efbe7ae85b8be54dfff248148be8fb522b9a55f05deb91f2d0b5ab336ef,"[408875009, 408875016, 408875028, 408875030, 408875001]"
125,018edf87d9e41ae6b62f9628c8a2eb87a22adbcec55c67f3faf5b80547ee82c1,"[372860002, 372860043, 160442007, 160442042, 160442043]"
126,01918c41b5011fde064777b66ae5ca0197bebdad060a6a6be653c78a320c317d,"[392168032, 512508001, 505844008, 392168020, 477576021]"
127,01a0190e2a4e5b90ab9ab234f98ffc2be3a474e50d2ee5873097bcfdbb774a1b,"[357792003, 357792004, 357792006, 357792008, 357792009]"
128,01a16e537ed73f645838f7c3dd5e416236c1b991262c139a3a8fe7c16e2ef37b,"[484398018, 484398021, 484398026, 484398062, 484398005]"
129,01a27a13f602b7ecdac7269eb2a9663a58bd5a8665543bfc96ef3540c41131d5,"[448509024, 448509026, 448509028, 448509035, 448509014, 448509015, 448509018]"
130,01abe31ce31dd51c04076e2fe562c67ea39d2921355de1aadb4575f624483f59,"[351484002, 351484034, 351484009, 351484013, 351484026]"
131,01ad3c14a05c4385599f4a551e48a645ff02241b34b8de58fa859265832f8799,"[369796032, 369796035, 369796004, 481777003, 369796027]"
132,01b2ea4635479ad47c3a5eea6659e28f4f5ea16bbb6180bda7a7a3b18cade7bd,"[519583008, 253448001, 253448002, 519583015, 519583035, 253448056, 519583033, 519583034, 253448059, 253448062]"
133,01b855043167c672d20955a585f39f590a854238bd78149d4e0802362a40d2de,"[483283017, 483283020, 483283029, 483283031, 483283038]"
134,01bd99ffb52a7ede83ef062e65b3959f7317a4fd2255061117c03bd739844242,"[228257002, 228257003, 228257004, 228257005, 228257008]"
135,01cac2dafe9107d3612c4614701535535a291675fd6d33cf696ea00dd286e9c0,"[351484034, 351484039, 351484009, 351484013, 351484026]"
136,01cb6da582fbfb8235c99b9a9594efaf9be58862e632e2bf75e4e8c64d4e8d0d,"[452818021, 452818029, 452818031, 452818034, 452818011]"
137,01cf60fe76c8ca0128353f309cf577b2d22eded037df388a98e9ef8d9fb53f5d,"[182909001, 194037001, 123173001, 305931001, 297067003]"
138,01d467eb5495ae7eef6ed6b40a74b491cb7de0c7c8f5343cc31f2909cca47f58,"[331093002, 444325004, 212629004, 331093006, 477507006]"
139,01d4772ffa5aff2629f0c03d2a25647b91188eb2ca99ff50fcd9889a78715530,"[316441024, 316441025, 470789028, 470789030, 470789031, 470789001, 316441005, 316441011, 470789012, 316441015, 470789019]"
140,01d57d0a320be36be283f00f1426508e9b99367741318ea6700415422b3d9f34,"[240561001, 432566001, 417951001, 201219001, 417951005]"
141,01d7f32500d8afea0635d3249e53f46399c22714307386b75ee00a567e26a670,"[456163011, 456163050, 456163090, 456163062, 456163002]"
142,01d933d11226e3c3533302b1def944389f40ffa37bb02e5caaa0477553962f11,"[399087042, 399087015, 399087054, 399087029, 399087030]"
143,01da88ef925130c2f540d83d96f445ff33889c5a98dc825884cdb228b345ce33,"[399087042, 399087014, 399087015, 399087029, 399087030]"
144,01daf78ad451fdebc7fa1ad553d6600b9128221d90c6f1a7ddd10e1ac7c37de7,"[331093002, 444325004, 212629004, 331093006, 477507006]"
145,01dcebdd46ac28673ce726ef8be4bf35c6d1387bffaa72eecab4efa766a455a4,"[519583008, 519583015, 519583033, 519583034, 519583035]"
146,01dd96059a11759518f10969d0a528f03c8501dc4c628bf69409db1890a59216,"[153115040, 429313025, 253448001, 253448003, 253448002, 429313002, 153115019, 153115020, 153115021, 429313006, 253448056, 253448059, 429313020, 429313021, 253448062, 153115039]"
147,01dead724dfc5e1fa78499ff9099fe5daca87ad1afe2d45586d766d95477ab57,"[253448001, 253448002, 351484034, 351484039, 351484009, 351484013, 253448056, 351484026, 253448059, 253448062]"
148,01e0d0b0f596116ac0937c5a3fde02393d4f1bfce74d8339e368218500a8276e,"[490113003, 490113011, 490113014, 490113016, 490113020]"
149,01e5025315bee92dd857e6d1a5628ce53457db6e2e2189ff4d6b59da8dabf306,"[153115040, 153115043, 153115020, 153115021, 153115039]"
150,01e5bce337a132446babd5acd90280ecfe443be334d68c310a27eb6b76bbbf6c,"[369796032, 369796035, 369796007, 369796023, 369796024]"
151,01ea89e3688b244a22f04a09f966b812d89c59b10c4e34937f4082f3c2ddf274,"[266875012, 266875014, 358753001, 266875019, 358753005, 266875022, 478646001, 478646003, 452511002, 266875006]"
152,01ed612e8a119b8b8660c15eb21350827a0219c353fc6bd487aa130de18163d2,"[253448001, 253448002, 253448056, 253448059, 253448062]"
153,01f19cd740648c9b72b671c9c4832c7b657ef581a7d6ba90792ee7847ace96c4,"[234432001, 194037001, 436261001, 123173001, 182909001]"
154,01f4206190d208e8c27272a1be22ab728bb134f773ca5258935208a1ec5c2f0d,"[448509024, 448509026, 448509028, 448509014, 448509018]"
155,01f5b26d116a086d2d931000f24e2b607a9680e69156c9b082f4043f57cd5856,"[492892001, 492892002, 479167001, 436083001, 436083003]"
156,01fa8c944c213caa43cc50f45c913b77d45ff1ce03fd930fe3a093313b58260f,"[513699009, 513699010, 513699011, 513699041, 451744005, 451744006, 451744001, 513699016, 513699018, 451744015, 513699027, 510618004]"
157,01fad6b3ba8141130b2ae6b348688dbdb966ce32e42768f987e8aba207d6f07e,"[372860002, 372860043, 160442007, 160442042, 160442043]"
158,01fee66f24a3a2ecd259696ab402676b5ae9bd2a3c630cda7bc15f4e5d0557d0,"[372860002, 372860043, 160442007, 160442042, 160442043]"
159,0201ae7d4835648c7bdf571126d7c2edfc0783179c1ae7f9ee455c91903650c5,"[212629031, 212629032, 212629004, 212629040, 212629047]"
160,02039a1027f153033bc96e62d8f80e254736c6b74785d945e735a72049fdc325,"[429313025, 429313002, 429313013, 429313020, 429313021]"
161,0211381d4cac778943e7fefe0cc4dea4d77c02529fd3e332c3350730e74da1e8,"[399256002, 399256003, 399256005, 399256009, 399256013]"
162,021bfdd3e66576efce4fdffc66c8e7837abad6ac50c10d3ac2c912e5558efd8a,"[493103045, 493103018, 493103050, 493103034, 493103035]"
163,022064800152ad93969188799580e0d2173bc7696f6deec3157f0938315410b4,"[448509024, 448509035, 448509014, 448509015, 448509019]"
164,022ce5a113e223891a53d1ca957650d6ce080d5feeee3d7aacd16297e83fb02d,"[301227017, 301227019, 452818029, 301227023, 452818001]"
165,022ee6c171fa7bb4ddd93120272934c5860bbe782cf7f40eaf81252557566b17,"[452898018, 488561027, 452898020, 488561032, 452898025, 488561003, 488561036, 452898031, 488561015, 452898011]"
166,022f040b6c32d461c236be90b6dc5dd7efced823a5c2558139471f8d30e8cc3b,"[501620010, 501620012, 501620013, 501620047, 501620016]"
167,02362c230a1be7e90938bb9e30d7a57febcf597de0bc33ed33838a6c1f168d24,"[351484002, 212629031, 212629032, 351484039, 351484009, 212629036, 212629040, 212629048, 351484026, 351484028]"
168,02387f378c37bf59926d0b83eeb4e44a0252f1fdddf9d13e20e444f8c29d518a,"[485673002, 485673034, 485673005, 485673009, 485673051]"
169,02413796d2e701b3999a83fa99c5d691b7ff85cdbb928dc301d7044ffffb9510,"[508318016, 508318009, 508318010, 508318011, 508318015]"
170,0248da99f3c37f9015bd9664737b1817a9cba22958b0fb74c835185144ec4914,"[324963028, 324963029, 324963030, 324963036, 324963007]"
171,024f39bb5c57c50658fbe5a6c336c957bf3e039f7fde8ad6fc2855aadc14e280,"[493652001, 483283017, 483283020, 509669009, 508206001, 509669011, 483283029, 483283031, 506379003, 483283038]"
172,02503777e62e3faaf38fb1297203abfdf749116ebbed5d729da653594b23078d,"[301656017, 301656018, 301656026, 301656028, 301656029]"
173,02541a6099d78e62f414c9b5c8a67f5fc9140abc0d6d473fa929bec61cfff3dc,"[278811009, 278811010, 509091011, 470789028, 278811011, 470789030, 470789031, 470789001, 470789003, 509091022, 509091057, 509091026, 278811002, 509091036, 278811007]"
174,0254dc32624cf37dbd9df0ff4cefb1ea71cfa5c9d4755cb06e57805ae9f6cf7d,"[212629031, 212629032, 212629035, 212629036, 212629004, 212629040, 212629043, 212629048]"
175,0258df4278933c71439c4113534216e6cf83a1fd74b26cfbf8307c23581f31b4,"[399087042, 399087014, 399087015, 429313002, 399087054, 429322004, 399087029, 399087030, 429322007, 481110008, 506379003]"
176,025a96fbd49863df62d515566b2adec97b81a0cb359409bc20e144908fc984df,"[212629031, 212629032, 212629036, 212629040, 212629048]"
